age,job,marital,education,default_col,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
53,entrepreneur,single,basic.9y,no,no,no,telephone,may,wed,345,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,admin.,single,university.degree,no,no,no,telephone,may,wed,819,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,16,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,technician,married,university.degree,no,no,no,telephone,may,wed,648,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,management,married,high.school,no,no,no,telephone,may,wed,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
44,services,divorced,high.school,unknown,no,no,telephone,may,wed,220,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
56,retired,married,high.school,unknown,no,no,telephone,may,wed,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,management,married,university.degree,no,yes,no,telephone,may,wed,290,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
35,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,634,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
35,management,married,university.degree,no,no,yes,telephone,may,wed,717,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
28,management,married,high.school,unknown,yes,no,telephone,may,wed,249,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
43,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,228,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,entrepreneur,married,professional.course,no,no,no,telephone,may,wed,122,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,student,single,university.degree,unknown,yes,no,telephone,may,wed,544,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,951,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
35,technician,single,university.degree,no,yes,no,telephone,may,wed,412,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
27,admin.,single,basic.9y,no,yes,yes,telephone,may,wed,264,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
42,technician,divorced,basic.9y,no,no,no,telephone,may,wed,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
49,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,technician,married,professional.course,no,yes,yes,telephone,may,wed,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,admin.,married,high.school,no,yes,no,telephone,may,wed,160,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
57,retired,married,basic.4y,no,no,no,telephone,may,wed,97,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
29,blue-collar,single,basic.6y,no,no,no,telephone,may,wed,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,management,married,university.degree,no,yes,no,telephone,may,wed,578,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
55,retired,divorced,high.school,unknown,yes,no,telephone,may,wed,359,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,services,single,high.school,no,yes,no,telephone,may,wed,190,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
32,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,111,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,487,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
48,admin.,married,university.degree,no,yes,no,telephone,may,wed,396,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,59,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
53,retired,divorced,high.school,no,yes,no,telephone,may,wed,111,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,housemaid,single,university.degree,no,no,yes,telephone,may,wed,502,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,795,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
60,technician,divorced,professional.course,unknown,yes,no,telephone,may,wed,202,6,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
45,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
56,management,married,university.degree,no,yes,no,telephone,may,wed,29,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,408,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
56,management,married,university.degree,no,yes,yes,telephone,may,wed,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
60,entrepreneur,married,basic.4y,no,no,yes,telephone,may,wed,141,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,103,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
56,management,married,university.degree,no,no,yes,telephone,may,wed,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,229,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
29,admin.,single,high.school,no,no,no,telephone,may,wed,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,61,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
53,admin.,married,basic.9y,no,no,no,telephone,may,wed,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
49,entrepreneur,married,high.school,unknown,no,no,telephone,may,wed,7,12,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
43,blue-collar,single,professional.course,no,no,no,telephone,may,wed,51,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,17,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
48,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,504,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
43,admin.,married,high.school,no,no,no,telephone,may,wed,726,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,542,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,technician,married,professional.course,no,no,no,telephone,may,wed,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
37,services,married,high.school,unknown,no,no,telephone,may,wed,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,250,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
59,retired,married,high.school,unknown,no,no,telephone,may,wed,294,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
42,admin.,single,unknown,unknown,yes,yes,telephone,may,wed,303,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,admin.,single,professional.course,no,yes,yes,telephone,may,wed,828,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
41,blue-collar,divorced,basic.6y,no,yes,yes,telephone,may,wed,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
44,services,married,high.school,no,no,no,telephone,may,wed,206,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,admin.,married,university.degree,no,yes,yes,telephone,may,wed,786,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
39,services,married,high.school,no,no,no,telephone,may,wed,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,admin.,divorced,professional.course,no,no,no,telephone,may,wed,509,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
33,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,161,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
57,services,divorced,high.school,no,yes,yes,telephone,may,wed,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,admin.,married,high.school,no,yes,yes,telephone,may,wed,159,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
57,housemaid,married,basic.4y,no,no,yes,telephone,may,wed,221,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
48,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,211,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
52,technician,married,high.school,unknown,no,no,telephone,may,wed,68,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
37,blue-collar,single,unknown,unknown,no,no,telephone,may,wed,293,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
42,technician,married,university.degree,unknown,no,no,telephone,may,wed,389,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
33,admin.,single,high.school,no,no,no,telephone,may,wed,240,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,services,single,high.school,unknown,no,no,telephone,may,wed,145,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
57,management,married,basic.9y,unknown,yes,no,telephone,may,wed,59,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
51,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
43,admin.,married,high.school,no,yes,no,telephone,may,wed,140,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
55,admin.,single,university.degree,no,yes,no,telephone,may,wed,53,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
41,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,44,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
27,admin.,single,high.school,unknown,yes,no,telephone,may,wed,212,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
37,management,married,university.degree,unknown,no,no,telephone,may,wed,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
37,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,45,13,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,admin.,single,high.school,no,yes,no,telephone,may,wed,738,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
28,unknown,single,basic.9y,unknown,yes,no,telephone,may,wed,102,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,management,married,basic.9y,no,no,yes,telephone,may,wed,161,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
32,services,married,high.school,no,yes,yes,telephone,may,wed,383,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
32,services,married,high.school,no,yes,yes,telephone,may,wed,184,9,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
35,housemaid,married,high.school,no,no,no,telephone,may,wed,122,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,technician,divorced,professional.course,no,yes,no,telephone,may,wed,137,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,admin.,married,high.school,no,no,no,telephone,may,wed,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,88,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
46,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,418,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
39,self-employed,married,university.degree,no,no,no,telephone,may,wed,17,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
58,management,single,professional.course,no,no,no,telephone,may,wed,233,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
44,technician,divorced,professional.course,no,no,no,telephone,may,wed,445,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
33,admin.,married,university.degree,no,yes,no,telephone,may,wed,623,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
24,services,single,high.school,no,no,no,telephone,may,wed,260,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
33,technician,married,professional.course,no,yes,no,telephone,may,wed,316,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
44,admin.,married,high.school,no,no,no,telephone,may,wed,650,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,housemaid,married,high.school,no,yes,no,telephone,may,wed,207,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,226,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
24,services,single,high.school,no,unknown,unknown,telephone,may,wed,1307,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
32,technician,married,professional.course,no,yes,no,telephone,may,wed,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
33,admin.,married,high.school,no,no,no,telephone,may,wed,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
58,management,married,basic.9y,no,yes,no,telephone,may,wed,187,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,748,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,486,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
29,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,492,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
52,retired,divorced,basic.4y,no,yes,yes,telephone,may,wed,485,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,technician,married,university.degree,no,yes,no,telephone,may,wed,197,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
29,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,304,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
46,entrepreneur,married,professional.course,no,yes,no,telephone,may,wed,51,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
58,blue-collar,married,high.school,no,yes,no,telephone,may,wed,836,12,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,394,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
53,unknown,married,high.school,unknown,yes,no,telephone,may,wed,125,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
57,technician,married,high.school,no,no,no,telephone,may,wed,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
46,housemaid,married,basic.4y,no,no,no,telephone,may,wed,506,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
40,technician,married,professional.course,unknown,no,no,telephone,may,wed,288,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
37,admin.,divorced,high.school,unknown,yes,yes,telephone,may,wed,354,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,technician,married,professional.course,no,unknown,unknown,telephone,may,wed,154,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
29,blue-collar,married,high.school,no,yes,yes,telephone,may,wed,184,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
33,admin.,married,university.degree,no,yes,no,telephone,may,wed,563,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
35,technician,married,professional.course,no,no,no,telephone,may,wed,450,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
47,admin.,married,university.degree,no,yes,no,telephone,may,wed,34,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
26,blue-collar,single,basic.4y,no,yes,yes,telephone,may,wed,371,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
34,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,518,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,admin.,married,university.degree,no,no,no,telephone,may,wed,111,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
46,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,176,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
26,blue-collar,single,basic.4y,no,yes,yes,telephone,may,wed,196,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,blue-collar,married,high.school,no,yes,no,telephone,may,wed,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,91,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,services,divorced,high.school,no,no,no,telephone,may,wed,172,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,252,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,technician,married,professional.course,no,yes,no,telephone,may,wed,265,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
35,technician,married,university.degree,unknown,no,no,telephone,may,wed,899,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,588,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
27,blue-collar,single,high.school,no,no,no,telephone,may,wed,393,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
32,technician,single,university.degree,unknown,no,no,telephone,may,wed,857,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
26,services,divorced,basic.6y,no,yes,no,telephone,may,wed,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
43,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,164,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,management,married,university.degree,no,unknown,unknown,telephone,may,wed,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
33,technician,single,university.degree,no,no,no,telephone,may,wed,127,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
50,unemployed,married,high.school,no,no,yes,telephone,may,wed,38,12,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,technician,married,professional.course,no,no,no,telephone,may,wed,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,unknown,single,basic.6y,unknown,yes,no,telephone,may,wed,660,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
25,blue-collar,single,basic.4y,no,yes,no,telephone,may,wed,1681,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
35,technician,married,high.school,no,no,no,telephone,may,wed,208,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
42,self-employed,married,university.degree,no,no,no,telephone,may,wed,518,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
55,retired,married,basic.4y,unknown,yes,no,telephone,may,wed,316,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
29,technician,single,university.degree,no,no,no,telephone,may,wed,171,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
29,admin.,single,basic.9y,unknown,no,no,telephone,may,wed,272,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,143,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,572,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,admin.,married,university.degree,no,no,no,telephone,may,wed,573,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
58,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
51,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,wed,384,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
39,technician,divorced,professional.course,no,no,no,telephone,may,wed,240,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
44,unemployed,divorced,high.school,unknown,yes,no,telephone,may,wed,269,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
25,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,488,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,management,single,university.degree,no,yes,no,telephone,may,wed,83,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
46,admin.,married,high.school,no,yes,no,telephone,may,wed,100,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,811,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
57,management,married,basic.9y,no,no,no,telephone,may,wed,890,26,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
47,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,159,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
45,admin.,divorced,university.degree,no,no,no,telephone,may,wed,681,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
36,technician,married,basic.9y,no,no,no,telephone,may,wed,443,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
45,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,1162,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
56,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,1697,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
28,blue-collar,single,basic.6y,no,no,no,telephone,may,wed,244,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,admin.,single,high.school,no,no,no,telephone,may,wed,860,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,y
49,housemaid,divorced,basic.6y,no,yes,no,telephone,may,wed,295,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
44,technician,married,high.school,unknown,yes,no,telephone,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
60,retired,married,professional.course,unknown,no,no,telephone,may,wed,280,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
26,admin.,married,basic.9y,no,yes,no,telephone,may,wed,86,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,technician,married,professional.course,no,no,no,telephone,may,wed,154,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
58,technician,married,professional.course,unknown,no,no,telephone,may,wed,113,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,83,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
49,technician,divorced,university.degree,unknown,yes,yes,telephone,may,wed,297,8,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
48,management,married,university.degree,no,unknown,unknown,telephone,may,wed,291,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
37,self-employed,married,high.school,no,no,yes,telephone,may,wed,394,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
30,technician,married,university.degree,unknown,yes,no,telephone,may,wed,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,151,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
57,services,divorced,high.school,no,yes,no,telephone,may,wed,312,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,technician,single,professional.course,unknown,no,no,telephone,may,wed,474,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,189,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
52,services,married,high.school,no,no,no,telephone,may,wed,91,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
55,admin.,married,university.degree,unknown,yes,yes,telephone,may,wed,232,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
41,technician,married,professional.course,no,yes,no,telephone,may,wed,446,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
38,admin.,married,high.school,no,no,no,telephone,may,wed,153,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
45,services,divorced,high.school,no,no,no,telephone,may,wed,111,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
57,services,divorced,high.school,no,yes,no,telephone,may,wed,72,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
53,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,559,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
32,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,205,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
34,services,married,high.school,unknown,yes,no,telephone,may,wed,189,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
43,management,married,university.degree,no,no,no,telephone,may,wed,237,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,admin.,married,high.school,no,no,no,telephone,may,wed,230,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
24,unemployed,single,university.degree,no,no,no,telephone,may,wed,96,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
53,self-employed,married,university.degree,no,yes,no,telephone,may,wed,162,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
32,services,married,high.school,unknown,yes,no,telephone,may,wed,127,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,239,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
53,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,222,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
31,technician,married,high.school,no,yes,no,telephone,may,wed,69,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
36,services,single,basic.6y,unknown,yes,yes,telephone,may,wed,501,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
56,admin.,married,university.degree,unknown,no,no,telephone,may,wed,192,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
42,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,wed,273,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
49,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,281,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
32,admin.,single,university.degree,no,yes,no,telephone,may,wed,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
47,admin.,married,high.school,no,no,no,telephone,may,wed,465,11,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,175,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
56,technician,married,high.school,no,yes,no,telephone,may,wed,87,14,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
28,admin.,single,high.school,no,yes,no,telephone,may,wed,292,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
34,admin.,single,high.school,no,yes,no,telephone,may,wed,49,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,n
